time,remain,height,speed,pressure,longitude,latitude,attackAngle,sideslipAngle,dipAngle,heading,ballistic,heatFlow,FXGZ
103.5,9544185.713,94421.1237,7406.397,42.7503,-116.7633,70.1064,23.3898,0,0,-46.8883,-0.8303,100.1473,0.0039
104,9540563.949,94367.3351,7406.4587,43.1737,-116.8337,70.1287,23.39,0,0,-46.9545,-0.8342,100.6438,0.004
104.5,9536942.152,94313.2925,7406.5207,43.6032,-116.9042,70.1511,23.3901,0,0,-47.0209,-0.8381,101.1451,0.004
105,9533320.321,94258.9958,7406.5829,44.039,-116.9749,70.1734,23.3902,0,0,-47.0874,-0.842,101.6511,0.004
105.5,9529698.457,94204.4452,7406.6454,44.481,-117.0458,70.1957,23.3904,0,0,-47.1541,-0.8459,102.1619,0.0041
106,9526076.558,94149.6408,7406.7081,44.9296,-117.1168,70.218,23.3905,0,0,-47.2209,-0.8499,102.6775,0.0041
106.5,9522454.626,94094.5826,7406.7711,45.3846,-117.188,70.2403,23.3907,0,0,-47.2879,-0.8538,103.198,0.0042
107,9518832.659,94039.2709,7406.8344,45.8463,-117.2593,70.2625,23.3908,0,0,-47.355,-0.8577,103.7235,0.0042
107.5,9515210.658,93983.7056,7406.8978,46.3147,-117.3308,70.2847,23.391,0,0,-47.4223,-0.8616,104.2539,0.0042
108,9511588.623,93927.8869,7406.9616,46.7899,-117.4024,70.3069,23.3911,0,0,-47.4897,-0.8655,104.7894,0.0043
108.5,9507966.552,93871.815,7407.0255,47.2721,-117.4742,70.329,23.3912,0,0,-47.5573,-0.8694,105.3299,0.0043
109,9504344.446,93815.4898,7407.0897,47.7613,-117.5462,70.3511,23.3914,0,0,-47.6251,-0.8733,105.8755,0.0044
109.5,9500722.305,93758.9116,7407.1542,48.2577,-117.6183,70.3732,23.3915,0,0,-47.693,-0.8773,106.4263,0.0044
110,9497100.129,93702.0805,7407.2189,48.7614,-117.6905,70.3952,23.3917,0,0,-47.7611,-0.8812,106.9823,0.0045
110.5,9493477.917,93644.9965,7407.2838,49.2725,-117.763,70.4173,23.3918,0,0,-47.8293,-0.8851,107.5435,0.0045
111,9489855.669,93587.6597,7407.349,49.7911,-117.8355,70.4393,23.392,0,0,-47.8977,-0.889,108.11,0.0046
111.5,9486233.385,93530.0704,7407.4144,50.3174,-117.9083,70.4612,23.3921,0,0,-47.9662,-0.8929,108.6819,0.0046
112,9482611.065,93472.2285,7407.48,50.8513,-117.9812,70.4832,23.3923,0,0,-48.0349,-0.8968,109.2591,0.0047
112.5,9478988.708,93414.1343,7407.5459,51.3932,-118.0542,70.5051,23.3924,0,0,-48.1038,-0.9007,109.8418,0.0047
113,9475366.315,93355.7879,7407.612,51.9431,-118.1274,70.527,23.3926,0,0,-48.1728,-0.9046,110.43,0.0048
113.5,9471743.885,93297.1893,7407.6783,52.5011,-118.2008,70.5488,23.3927,0,0,-48.242,-0.9084,111.0237,0.0048
114,9468121.418,93238.3387,7407.7449,53.0674,-118.2744,70.5706,23.3929,0,0,-48.3113,-0.9123,111.623,0.0049
114.5,9464498.914,93179.2363,7407.8116,53.6421,-118.348,70.5924,23.3931,0,0,-48.3808,-0.9162,112.228,0.0049
115,9460876.372,93119.8821,7407.8786,54.2253,-118.4219,70.6142,23.3932,0,0,-48.4505,-0.9201,112.8386,0.005
115.5,9457253.793,93060.2763,7407.9459,54.8171,-118.4959,70.6359,23.3934,0,0,-48.5203,-0.924,113.4549,0.005
116,9453631.176,93000.419,7408.0133,55.4178,-118.5701,70.6576,23.3935,0,0,-48.5903,-0.9279,114.0771,0.0051
116.5,9450008.522,92940.3104,7408.081,56.0274,-118.6444,70.6793,23.3937,0,0,-48.6605,-0.9317,114.7051,0.0051
117,9446385.829,92879.9506,7408.1489,56.6462,-118.7189,70.701,23.3938,0,0,-48.7308,-0.9356,115.339,0.0052
117.5,9442763.098,92819.3397,7408.217,57.2741,-118.7936,70.7226,23.394,0,0,-48.8012,-0.9395,115.9788,0.0052
118,9439140.328,92758.4779,7408.2853,57.9115,-118.8684,70.7442,23.3942,0,0,-48.8719,-0.9434,116.6246,0.0053
118.5,9435517.52,92697.3654,7408.3538,58.5583,-118.9434,70.7657,23.3944,0,0,-48.9427,-0.9472,117.2765,0.0054
119,9431894.673,92636.0021,7408.4225,59.2149,-119.0185,70.7872,23.3945,0,0,-49.0136,-0.9511,117.9345,0.0054
119.5,9428271.787,92574.3884,7408.4915,59.8813,-119.0939,70.8087,23.3947,0,0,-49.0847,-0.955,118.5987,0.0055
120,9424648.862,92512.5244,7408.5606,60.5578,-119.1693,70.8302,23.3948,0,0,-49.156,-0.9588,119.269,0.0055
120.5,9421025.898,92450.4101,7408.63,61.2444,-119.245,70.8516,23.3951,0,0,-49.2275,-0.9627,119.9457,0.0056
121,9417402.894,92388.0458,7408.6996,61.9413,-119.3208,70.873,23.3952,0,0,-49.2991,-0.9666,120.6286,0.0057
121.5,9413779.85,92325.4317,7408.7693,62.6488,-119.3967,70.8944,23.3954,0,0,-49.3709,-0.9704,121.318,0.0057
122,9410156.767,92262.5678,7408.8393,63.3669,-119.4729,70.9158,23.3955,0,0,-49.4428,-0.9743,122.0138,0.0058
122.5,9406533.644,92199.4543,7408.9094,64.0959,-119.5492,70.9371,23.3958,0,0,-49.5149,-0.9781,122.7161,0.0059
123,9402910.48,92136.0914,7408.9798,64.8358,-119.6256,70.9583,23.3959,0,0,-49.5872,-0.982,123.425,0.0059
123.5,9399287.276,92072.4793,7409.0503,65.587,-119.7023,70.9796,23.3961,0,0,-49.6597,-0.9858,124.1405,0.006
124,9395664.031,92008.6181,7409.1211,66.3496,-119.7791,71.0008,23.3963,0,0,-49.7323,-0.9896,124.8627,0.0061
124.5,9392040.746,91944.508,7409.192,67.1238,-119.856,71.022,23.3965,0,0,-49.805,-0.9935,125.5916,0.0061
125,9388417.42,91880.1492,7409.2631,67.9097,-119.9332,71.0431,23.3966,0,0,-49.878,-0.9973,126.3273,0.0062
125.5,9384794.053,91815.5418,7409.3344,68.7076,-120.0105,71.0643,23.3968,0,0,-49.9511,-1.0012,127.0699,0.0063
126,9381170.644,91750.686,7409.4058,69.5176,-120.0879,71.0854,23.397,0,0,-50.0244,-1.005,127.8194,0.0064
126.5,9377547.195,91685.582,7409.4775,70.34,-120.1656,71.1064,23.3972,0,0,-50.0978,-1.0088,128.5758,0.0064
127,9373923.704,91620.23,7409.5493,71.1749,-120.2434,71.1275,23.3974,0,0,-50.1714,-1.0126,129.3394,0.0065
127.5,9370300.171,91554.6301,7409.6213,72.0226,-120.3213,71.1484,23.3976,0,0,-50.2452,-1.0165,130.11,0.0066
128,9366676.596,91488.7826,7409.6935,72.8832,-120.3995,71.1694,23.3977,0,0,-50.3192,-1.0203,130.8878,0.0067
128.5,9363052.98,91422.6876,7409.7658,73.757,-120.4778,71.1903,23.398,0,0,-50.3933,-1.0241,131.6729,0.0068
129,9359429.321,91356.3453,7409.8383,74.6442,-120.5563,71.2112,23.3981,0,0,-50.4676,-1.0279,132.4652,0.0068
129.5,9355805.62,91289.756,7409.911,75.5451,-120.6349,71.2321,23.3984,0,0,-50.542,-1.0317,133.265,0.0069
130,9352181.876,91222.9197,7409.9838,76.4597,-120.7137,71.2529,23.3985,0,0,-50.6167,-1.0355,134.0721,0.007
130.5,9348558.09,91155.8368,7410.0568,77.3885,-120.7927,71.2737,23.3988,0,0,-50.6915,-1.0393,134.8868,0.0071
131,9344934.262,91088.5074,7410.13,78.3315,-120.8719,71.2945,23.3989,0,0,-50.7665,-1.0431,135.709,0.0072
131.5,9341310.39,91020.9317,7410.2033,79.289,-120.9512,71.3152,23.3992,0,0,-50.8416,-1.0469,136.5389,0.0073
132,9337686.476,90953.11,7410.2767,80.2614,-121.0307,71.336,23.3993,0,0,-50.9169,-1.0507,137.3764,0.0073
132.5,9334062.518,90885.0424,7410.3503,81.2487,-121.1104,71.3566,23.3996,0,0,-50.9924,-1.0545,138.2218,0.0074
133,9330438.517,90816.7292,7410.4241,82.2513,-121.1902,71.3773,23.3997,0,0,-51.0681,-1.0583,139.0749,0.0075
133.5,9326814.472,90748.1705,7410.498,83.2694,-121.2703,71.3979,23.4,0,0,-51.1439,-1.0621,139.936,0.0076
134,9323190.384,90679.3666,7410.572,84.3033,-121.3505,71.4184,23.4001,0,0,-51.2199,-1.0659,140.8051,0.0077
134.5,9319566.252,90610.3178,7410.6462,85.3532,-121.4308,71.439,23.4004,0,0,-51.2961,-1.0696,141.6822,0.0078
135,9315942.077,90541.0242,7410.7205,86.4194,-121.5114,71.4595,23.4006,0,0,-51.3724,-1.0734,142.5675,0.0079
135.5,9312317.857,90471.4861,7410.7949,87.5021,-121.5921,71.4799,23.4008,0,0,-51.449,-1.0772,143.4609,0.008
136,9308693.593,90401.7037,7410.8694,88.6017,-121.6729,71.5004,23.401,0,0,-51.5257,-1.0809,144.3626,0.0081
136.5,9305069.285,90331.6773,7410.9441,89.7185,-121.754,71.5208,23.4012,0,0,-51.6025,-1.0847,145.2727,0.0082
137,9301444.933,90261.4071,7411.0189,90.8526,-121.8352,71.5411,23.4014,0,0,-51.6796,-1.0885,146.1912,0.0083
137.5,9297820.536,90190.8933,7411.0938,92.0044,-121.9166,71.5615,23.4017,0,0,-51.7568,-1.0922,147.1181,0.0084
138,9294196.094,90120.1362,7411.1688,93.1742,-121.9982,71.5818,23.4019,0,0,-51.8342,-1.096,148.0536,0.0085
138.5,9290571.608,90049.1361,7411.244,94.3622,-122.08,71.602,23.4021,0,0,-51.9118,-1.0997,148.9978,0.0086
139,9286947.077,89977.8931,7411.3192,95.5688,-122.1619,71.6223,23.4023,0,0,-51.9895,-1.1035,149.9507,0.0087
139.5,9283322.501,89906.4077,7411.3945,96.7944,-122.244,71.6425,23.4026,0,0,-52.0675,-1.1072,150.9124,0.0089
140,9279697.879,89834.6799,7411.47,98.0391,-122.3263,71.6626,23.4027,0,0,-52.1456,-1.1109,151.8829,0.009
140.5,9276073.213,89762.7102,7411.5455,99.3033,-122.4088,71.6827,23.403,0,0,-52.2238,-1.1147,152.8624,0.0091
141,9272448.501,89690.4987,7411.6212,100.5874,-122.4914,71.7028,23.4032,0,0,-52.3023,-1.1184,153.8509,0.0092
141.5,9268823.744,89618.0457,7411.6969,101.8916,-122.5742,71.7229,23.4035,0,0,-52.3809,-1.1221,154.8486,0.0093
142,9265198.941,89545.3516,7411.7727,103.2164,-122.6572,71.7429,23.4037,0,0,-52.4597,-1.1258,155.8554,0.0094
142.5,9261574.092,89472.4166,7411.8486,104.562,-122.7404,71.7629,23.4039,0,0,-52.5387,-1.1295,156.8714,0.0096
143,9257949.198,89399.241,7411.9245,105.9287,-122.8237,71.7828,23.4041,0,0,-52.6179,-1.1332,157.8969,0.0097
143.5,9254324.258,89325.8251,7412.0005,107.3171,-122.9073,71.8027,23.4044,0,0,-52.6972,-1.1369,158.9317,0.0098
144,9250699.271,89252.1692,7412.0766,108.7273,-122.991,71.8226,23.4046,0,0,-52.7768,-1.1406,159.9761,0.0099
144.5,9247074.239,89178.2735,7412.1528,110.1598,-123.0748,71.8425,23.4049,0,0,-52.8565,-1.1443,161.03,0.0101
145,9243449.161,89104.1385,7412.229,111.6149,-123.1589,71.8623,23.4051,0,0,-52.9363,-1.148,162.0937,0.0102
145.5,9239824.036,89029.7644,7412.3053,113.093,-123.2431,71.882,23.4054,0,0,-53.0164,-1.1517,163.167,0.0103
146,9236198.865,88955.1515,7412.3816,114.5945,-123.3276,71.9018,23.4056,0,0,-53.0966,-1.1554,164.2503,0.0105
146.5,9232573.647,88880.3001,7412.458,116.1198,-123.4122,71.9215,23.4059,0,0,-53.1771,-1.159,165.3434,0.0106
147,9228948.383,88805.2107,7412.5344,117.6693,-123.4969,71.9411,23.406,0,0,-53.2577,-1.1627,166.4466,0.0108
147.5,9225323.073,88729.8834,7412.6109,119.2433,-123.5819,71.9607,23.4063,0,0,-53.3384,-1.1664,167.5599,0.0109
148,9221697.715,88654.3186,7412.6873,120.8423,-123.667,71.9803,23.4065,0,0,-53.4194,-1.17,168.6834,0.0111
148.5,9218072.311,88578.5168,7412.7638,122.4667,-123.7524,71.9999,23.4068,0,0,-53.5005,-1.1737,169.8171,0.0112
149,9214446.86,88502.4782,7412.8404,124.117,-123.8379,72.0194,23.407,0,0,-53.5819,-1.1773,170.9612,0.0114
149.5,9210821.362,88426.2031,7412.9169,125.7934,-123.9235,72.0389,23.4074,0,0,-53.6634,-1.181,172.1157,0.0115
150,9207195.817,88349.692,7412.9935,127.4966,-124.0094,72.0583,23.4076,0,0,-53.745,-1.1846,173.2808,0.0117
150.5,9203570.225,88272.9452,7413.0701,129.2268,-124.0955,72.0777,23.4079,0,0,-53.8269,-1.1882,174.4565,0.0118
151,9199944.586,88195.963,7413.1466,130.9847,-124.1817,72.0971,23.4081,0,0,-53.909,-1.1919,175.643,0.012
151.5,9196318.899,88118.7459,7413.2232,132.7705,-124.2681,72.1164,23.4084,0,0,-53.9912,-1.1955,176.8402,0.0121
152,9192693.166,88041.2942,7413.2998,134.5849,-124.3547,72.1357,23.4086,0,0,-54.0736,-1.1991,178.0484,0.0123
152.5,9189067.385,87963.6083,7413.3763,136.4282,-124.4415,72.1549,23.4089,0,0,-54.1562,-1.2027,179.2675,0.0125
153,9185441.556,87885.6886,7413.4529,138.301,-124.5284,72.1741,23.4091,0,0,-54.239,-1.2063,180.4977,0.0126
153.5,9181815.68,87807.5355,7413.5294,140.2037,-124.6156,72.1933,23.4094,0,0,-54.3219,-1.2099,181.7391,0.0128
154,9178189.757,87729.1493,7413.6058,142.1368,-124.7029,72.2124,23.4097,0,0,-54.4051,-1.2135,182.9918,0.013
154.5,9174563.786,87650.5306,7413.6823,144.1009,-124.7904,72.2315,23.41,0,0,-54.4884,-1.217,184.2558,0.0132
155,9170937.768,87571.6797,7413.7587,146.0964,-124.8781,72.2506,23.4102,0,0,-54.5719,-1.2206,185.5314,0.0134
155.5,9167311.701,87492.5971,7413.835,148.1238,-124.966,72.2696,23.4105,0,0,-54.6556,-1.2242,186.8184,0.0135
156,9163685.588,87413.2831,7413.9113,150.1838,-125.054,72.2886,23.4108,0,0,-54.7395,-1.2277,188.1171,0.0137
156.5,9160059.426,87333.7382,7413.9875,152.2768,-125.1423,72.3075,23.4111,0,0,-54.8236,-1.2313,189.4276,0.0139
157,9156433.217,87253.9628,7414.0637,154.4033,-125.2307,72.3264,23.4113,0,0,-54.9078,-1.2348,190.7499,0.0141
157.5,9152806.96,87173.9575,7414.1398,156.564,-125.3193,72.3453,23.4116,0,0,-54.9923,-1.2384,192.0842,0.0143
158,9149180.655,87093.7226,7414.2158,158.7594,-125.4081,72.3641,23.4119,0,0,-55.0769,-1.2419,193.4305,0.0145
158.5,9145554.303,87013.2586,7414.2917,160.99,-125.4971,72.3829,23.4122,0,0,-55.1617,-1.2454,194.7889,0.0147
159,9141927.903,86932.566,7414.3676,163.2565,-125.5863,72.4016,23.4124,0,0,-55.2467,-1.249,196.1596,0.0149
159.5,9138301.454,86851.6453,7414.4433,165.5594,-125.6756,72.4203,23.4128,0,0,-55.3319,-1.2525,197.5426,0.0151
160,9134674.958,86770.4969,7414.5189,167.8993,-125.7652,72.439,23.413,0,0,-55.4172,-1.256,198.9381,0.0153
160.5,9131048.415,86689.1213,7414.5944,170.2769,-125.8549,72.4576,23.4134,0,0,-55.5028,-1.2595,200.3461,0.0156
161,9127421.823,86607.5191,7414.6698,172.6928,-125.9448,72.4762,23.4136,0,0,-55.5885,-1.263,201.7667,0.0158
161.5,9123795.183,86525.6908,7414.7451,175.1475,-126.0349,72.4948,23.414,0,0,-55.6745,-1.2664,203.2001,0.016
162,9120168.496,86443.6367,7414.8202,177.6418,-126.1252,72.5133,23.4142,0,0,-55.7606,-1.2699,204.6463,0.0162
162.5,9116541.761,86361.3576,7414.8952,180.1763,-126.2157,72.5317,23.4146,0,0,-55.8469,-1.2734,206.1055,0.0165
163,9112914.978,86278.8539,7414.97,182.7516,-126.3064,72.5502,23.4148,0,0,-55.9334,-1.2768,207.5777,0.0167
163.5,9109288.147,86196.1262,7415.0447,185.3684,-126.3972,72.5685,23.4152,0,0,-56.02,-1.2803,209.0631,0.0169
164,9105661.268,86113.175,7415.1192,188.0274,-126.4883,72.5869,23.4154,0,0,-56.1069,-1.2837,210.5618,0.0172
164.5,9102034.342,86030.0008,7415.1935,190.7292,-126.5795,72.6052,23.4158,0,0,-56.1939,-1.2871,212.0738,0.0174
165,9098407.367,85946.6043,7415.2677,193.4747,-126.6709,72.6234,23.416,0,0,-56.2812,-1.2906,213.5993,0.0177
165.5,9094780.346,85862.9859,7415.3416,196.2644,-126.7625,72.6417,23.4164,0,0,-56.3686,-1.294,215.1383,0.0179
166,9091153.276,85779.1464,7415.4154,199.0992,-126.8543,72.6598,23.4166,0,0,-56.4562,-1.2974,216.6911,0.0182
166.5,9087526.159,85695.0863,7415.4889,201.9797,-126.9463,72.678,23.417,0,0,-56.544,-1.3008,218.2576,0.0185
167,9083898.994,85610.8061,7415.5623,204.9067,-127.0384,72.6961,23.4173,0,0,-56.632,-1.3041,219.838,0.0187
167.5,9080271.782,85526.3065,7415.6354,207.8809,-127.1308,72.7141,23.4176,0,0,-56.7202,-1.3075,221.4324,0.019
168,9076644.522,85441.5882,7415.7082,210.9031,-127.2233,72.7321,23.4179,0,0,-56.8086,-1.3109,223.041,0.0193
168.5,9073017.215,85356.6517,7415.7809,213.9742,-127.3161,72.7501,23.4183,0,0,-56.8971,-1.3142,224.6637,0.0195
169,9069389.861,85271.4977,7415.8532,217.0948,-127.409,72.768,23.4185,0,0,-56.9859,-1.3176,226.3008,0.0198
169.5,9065762.459,85186.1269,7415.9253,220.2659,-127.5021,72.7859,23.4189,0,0,-57.0748,-1.3209,227.9523,0.0201
170,9062135.01,85100.5398,7415.9972,223.4881,-127.5954,72.8038,23.4192,0,0,-57.1639,-1.3242,229.6184,0.0204
170.5,9058507.514,85014.7373,7416.0687,226.7624,-127.6889,72.8216,23.4196,0,0,-57.2533,-1.3275,231.2991,0.0207
171,9054879.97,84928.7199,7416.14,230.0895,-127.7826,72.8393,23.4198,0,0,-57.3428,-1.3309,232.9946,0.021
171.5,9051252.38,84842.4883,7416.211,233.4704,-127.8765,72.857,23.4202,0,0,-57.4325,-1.3341,234.705,0.0213
172,9047624.743,84756.0433,7416.2816,236.9059,-127.9705,72.8747,23.4205,0,0,-57.5224,-1.3374,236.4303,0.0216
172.5,9043997.059,84669.3856,7416.3519,240.3968,-128.0648,72.8923,23.4209,0,0,-57.6124,-1.3407,238.1708,0.022
173,9040369.329,84582.5159,7416.4219,243.9441,-128.1592,72.9099,23.4212,0,0,-57.7027,-1.344,239.9265,0.0223
173.5,9036741.552,84495.435,7416.4915,247.5487,-128.2539,72.9274,23.4216,0,0,-57.7932,-1.3472,241.6974,0.0226
174,9033113.729,84408.1435,7416.5608,251.2114,-128.3487,72.9449,23.4219,0,0,-57.8838,-1.3504,243.4839,0.0229
174.5,9029485.859,84320.6423,7416.6297,254.9333,-128.4437,72.9624,23.4223,0,0,-57.9747,-1.3537,245.2858,0.0233
175,9025857.943,84232.9321,7416.6983,258.7153,-128.5389,72.9798,23.4225,0,0,-58.0657,-1.3569,247.1034,0.0236
175.5,9022229.981,84145.0138,7416.7664,262.5582,-128.6343,72.9972,23.423,0,0,-58.1569,-1.3601,248.9368,0.024
176,9018601.973,84056.888,7416.8342,266.4632,-128.7299,73.0145,23.4232,0,0,-58.2483,-1.3633,250.7861,0.0243
176.5,9014973.919,83968.5557,7416.9015,270.4311,-128.8257,73.0318,23.4237,0,0,-58.3399,-1.3664,252.6514,0.0247
177,9011345.82,83880.0176,7416.9684,274.463,-128.9217,73.049,23.4239,0,0,-58.4317,-1.3696,254.5328,0.0251
177.5,9007717.675,83791.2746,7417.0349,278.5599,-129.0178,73.0662,23.4244,0,0,-58.5237,-1.3727,256.4304,0.0254
178,9004089.485,83702.3276,7417.1009,282.7228,-129.1142,73.0833,23.4247,0,0,-58.6159,-1.3759,258.3443,0.0258
178.5,9000461.25,83613.1773,7417.1665,286.9528,-129.2107,73.1004,23.4251,0,0,-58.7083,-1.379,260.2747,0.0262
179,8996832.97,83523.8248,7417.2316,291.251,-129.3075,73.1175,23.4254,0,0,-58.8009,-1.3821,262.2217,0.0266
179.5,8993204.645,83434.2708,7417.2962,295.6183,-129.4044,73.1345,23.4258,0,0,-58.8936,-1.3852,264.1853,0.027
180,8989576.276,83344.5162,7417.3603,300.0559,-129.5015,73.1514,23.4261,0,0,-58.9866,-1.3883,266.1658,0.0274
180.5,8985947.862,83254.5621,7417.4239,304.5649,-129.5988,73.1684,23.4265,0,0,-59.0797,-1.3913,268.1631,0.0278
181,8982319.404,83164.4093,7417.487,309.1464,-129.6963,73.1852,23.4268,0,0,-59.173,-1.3944,270.1775,0.0282
181.5,8978690.902,83074.0587,7417.5495,313.8015,-129.794,73.2021,23.4273,0,0,-59.2666,-1.3974,272.209,0.0286
182,8975062.356,82983.5114,7417.6114,318.5314,-129.8919,73.2188,23.4276,0,0,-59.3603,-1.4004,274.2577,0.0291
182.5,8971433.767,82892.7684,7417.6728,323.3373,-129.99,73.2356,23.428,0,0,-59.4542,-1.4035,276.3238,0.0295
183,8967805.134,82801.8305,7417.7336,328.2203,-130.0883,73.2523,23.4283,0,0,-59.5483,-1.4064,278.4074,0.03
183.5,8964176.458,82710.6988,7417.7938,333.1817,-130.1867,73.2689,23.4288,0,0,-59.6426,-1.4094,280.5086,0.0304
184,8960547.74,82619.3745,7417.8534,338.2225,-130.2854,73.2855,23.4291,0,0,-59.7371,-1.4124,282.6275,0.0309
184.5,8956918.979,82527.8583,7417.9124,343.3442,-130.3842,73.302,23.4295,0,0,-59.8317,-1.4153,284.7643,0.0313
185,8953290.175,82436.1516,7417.9707,348.5479,-130.4833,73.3186,23.4298,0,0,-59.9266,-1.4182,286.9189,0.0318
185.5,8949661.33,82344.2553,7418.0284,353.8348,-130.5825,73.335,23.4303,0,0,-60.0217,-1.4212,289.0916,0.0323
186,8946032.443,82252.1704,7418.0853,359.2063,-130.682,73.3514,23.4306,0,0,-60.1169,-1.424,291.2825,0.0328
186.5,8942403.514,82159.8983,7418.1416,364.6637,-130.7816,73.3678,23.4311,0,0,-60.2124,-1.4269,293.4916,0.0333
187,8938774.544,82067.4398,7418.1972,370.2082,-130.8814,73.3841,23.4314,0,0,-60.308,-1.4298,295.7192,0.0338
187.5,8935145.533,81974.7963,7418.2521,375.8412,-130.9814,73.4004,23.4319,0,0,-60.4039,-1.4326,297.9652,0.0343
188,8931516.482,81881.9688,7418.3062,381.564,-131.0816,73.4166,23.4322,0,0,-60.4999,-1.4354,300.2299,0.0348
188.5,8927887.39,81788.9585,7418.3595,387.3781,-131.182,73.4327,23.4327,0,0,-60.5961,-1.4383,302.5133,0.0354
189,8924258.259,81695.7667,7418.4121,393.2847,-131.2826,73.4489,23.433,0,0,-60.6925,-1.441,304.8155,0.0359
189.5,8920629.088,81602.3946,7418.4639,399.2852,-131.3833,73.4649,23.4335,0,0,-60.7891,-1.4438,307.1367,0.0364
190,8916999.878,81508.8433,7418.5148,405.3812,-131.4843,73.481,23.4338,0,0,-60.8859,-1.4466,309.4769,0.037
190.5,8913370.628,81415.1142,7418.565,411.5739,-131.5855,73.497,23.4343,0,0,-60.9829,-1.4493,311.8363,0.0376
191,8909741.341,81321.2085,7418.6142,417.8649,-131.6868,73.5129,23.4346,0,0,-61.0801,-1.452,314.215,0.0381
191.5,8906112.015,81227.1276,7418.6627,424.2556,-131.7884,73.5288,23.4351,0,0,-61.1774,-1.4547,316.6131,0.0387
192,8902482.651,81132.8726,7418.7102,430.7475,-131.8901,73.5446,23.4354,0,0,-61.275,-1.4573,319.0307,0.0393
192.5,8898853.25,81038.4451,7418.7568,437.3422,-131.992,73.5604,23.4359,0,0,-61.3728,-1.46,321.4679,0.0399
193,8895223.812,80943.8462,7418.8025,444.041,-132.0941,73.5761,23.4362,0,0,-61.4707,-1.4626,323.9248,0.0405
193.5,8891594.337,80849.0775,7418.8473,450.8456,-132.1965,73.5918,23.4367,0,0,-61.5689,-1.4652,326.4016,0.0411
194,8887964.826,80754.1403,7418.891,457.7575,-132.299,73.6074,23.4371,0,0,-61.6672,-1.4678,328.8982,0.0418
194.5,8884335.28,80659.036,7418.9338,464.7783,-132.4017,73.623,23.4376,0,0,-61.7657,-1.4704,331.415,0.0424
195,8880705.698,80563.7661,7418.9756,471.9096,-132.5046,73.6386,23.4379,0,0,-61.8644,-1.4729,333.9518,0.0431
195.5,8877076.082,80468.332,7419.0164,479.1529,-132.6076,73.6541,23.4384,0,0,-61.9634,-1.4754,336.509,0.0437
196,8873446.431,80372.7353,7419.0561,486.5099,-132.7109,73.6695,23.4388,0,0,-62.0625,-1.4779,339.0864,0.0444
196.5,8869816.746,80276.9774,7419.0947,493.9823,-132.8144,73.6849,23.4393,0,0,-62.1618,-1.4804,341.6844,0.0451
197,8866187.028,80181.0598,7419.1323,501.5717,-132.918,73.7002,23.4396,0,0,-62.2612,-1.4828,344.3029,0.0458
197.5,8862557.276,80084.9842,7419.1687,509.2797,-133.0219,73.7155,23.4401,0,0,-62.3609,-1.4853,346.942,0.0465
198,8858927.493,79988.7521,7419.204,517.1081,-133.1259,73.7307,23.4405,0,0,-62.4608,-1.4877,349.602,0.0472
198.5,8855297.678,79892.3651,7419.2381,525.0586,-133.2301,73.7459,23.441,0,0,-62.5608,-1.49,352.2828,0.0479
199,8851667.831,79795.8249,7419.2711,533.133,-133.3346,73.7611,23.4414,0,0,-62.6611,-1.4924,354.9845,0.0486
199.5,8848037.953,79699.1331,7419.3028,541.3328,-133.4392,73.7762,23.4419,0,0,-62.7615,-1.4947,357.7073,0.0494
200,8844408.045,79602.2914,7419.3333,549.6601,-133.544,73.7912,23.4422,0,0,-62.8622,-1.497,360.4513,0.0501
200.5,8840778.108,79505.3015,7419.3625,558.1164,-133.649,73.8062,23.4428,0,0,-62.963,-1.4993,363.2165,0.0509
201,8837148.141,79408.1651,7419.3905,566.7036,-133.7542,73.8211,23.4431,0,0,-63.064,-1.5015,366.003,0.0517
201.5,8833518.146,79310.884,7419.4171,575.4236,-133.8595,73.836,23.4437,0,0,-63.1652,-1.5037,368.811,0.0525
202,8829888.123,79213.46,7419.4425,584.2782,-133.9651,73.8508,23.444,0,0,-63.2666,-1.5059,371.6405,0.0533
202.5,8826258.073,79115.8949,7419.4664,593.2692,-134.0709,73.8656,23.4446,0,0,-63.3682,-1.5081,374.4916,0.0541
203,8822627.996,79018.1905,7419.489,602.3985,-134.1768,73.8803,23.4449,0,0,-63.47,-1.5102,377.3644,0.0549
203.5,8818997.893,78920.3488,7419.5102,611.6679,-134.283,73.895,23.4455,0,0,-63.572,-1.5123,380.2591,0.0558
204,8815367.765,78822.3715,7419.5299,621.0795,-134.3893,73.9096,23.4458,0,0,-63.6741,-1.5144,383.1755,0.0566
204.5,8811737.612,78724.2607,7419.5482,630.635,-134.4958,73.9242,23.4464,0,0,-63.7765,-1.5164,386.114,0.0575
205,8808107.435,78626.0183,7419.5649,640.3365,-134.6025,73.9387,23.4467,0,0,-63.879,-1.5185,389.0745,0.0584
205.5,8804477.235,78527.6462,7419.5802,650.1859,-134.7094,73.9532,23.4473,0,0,-63.9817,-1.5204,392.0571,0.0593
206,8800847.012,78429.1466,7419.5939,660.1852,-134.8165,73.9676,23.4477,0,0,-64.0847,-1.5224,395.0619,0.0602
206.5,8797216.767,78330.5214,7419.606,670.3364,-134.9238,73.9819,23.4482,0,0,-64.1878,-1.5243,398.089,0.0611
207,8793586.502,78231.7727,7419.6165,680.6414,-135.0312,73.9962,23.4486,0,0,-64.2911,-1.5262,401.1384,0.0621
