time,remain,height,speed,pressure,longitude,latitude,attackAngle,sideslipAngle,dipAngle,heading,ballistic,heatFlow,FXGZ
350,7762444.731,60968.1966,7260.385,7033.6554,-170.6859,75.4199,18.4797,0,-69.4552,-99.9033,-0.1094,1230.7469,0.4818
350.5,7758885.256,60961.2825,7259.5932,7038.2512,-170.8123,75.4143,18.4794,0,-69.4733,-100.0421,-0.1089,1230.8603,0.4822
351,7755326.074,60954.3995,7258.8007,7042.8212,-170.9385,75.4086,18.4791,0,-69.4851,-100.1807,-0.1084,1230.9709,0.4825
351.5,7751767.185,60947.5469,7258.0078,7047.3655,-171.0646,75.4029,18.4788,0,-69.5026,-100.3192,-0.1079,1231.0787,0.4828
352,7748208.59,60940.7244,7257.2142,7051.8846,-171.1906,75.3971,18.4785,0,-69.514,-100.4576,-0.1075,1231.1839,0.4831
352.5,7744650.288,60933.9315,7256.4202,7056.3789,-171.3165,75.3912,18.4782,0,-69.5298,-100.596,-0.107,1231.2865,0.4834
353,7741092.28,60927.1677,7255.6255,7060.8487,-171.4423,75.3852,18.4779,0,-69.5399,-100.7342,-0.1066,1231.3864,0.4837
353.5,7737534.566,60920.4326,7254.8304,7065.2943,-171.5679,75.3791,18.4776,0,-69.5548,-100.8723,-0.1062,1231.4838,0.484
354,7733977.146,60913.7258,7254.0347,7069.7162,-171.6934,75.373,18.4773,0,-69.5645,-101.0103,-0.1057,1231.5787,0.4843
354.5,7730420.022,60907.0468,7253.2385,7074.1146,-171.8188,75.3668,18.477,0,-69.5782,-101.1482,-0.1053,1231.671,0.4847
355,7726863.192,60900.3953,7252.4417,7078.4898,-171.9441,75.3605,18.4767,0,-69.5866,-101.2859,-0.1049,1231.7609,0.485
355.5,7723306.658,60893.7708,7251.6445,7082.8423,-172.0693,75.3542,18.4764,0,-69.5991,-101.4236,-0.1045,1231.8483,0.4853
356,7719750.419,60887.1729,7250.8467,7087.1723,-172.1943,75.3477,18.4761,0,-69.6072,-101.5611,-0.1041,1231.9333,0.4856
356.5,7716194.476,60880.6013,7250.0483,7091.4801,-172.3192,75.3412,18.4758,0,-69.6189,-101.6986,-0.1037,1232.016,0.4859
357,7712638.829,60874.0554,7249.2495,7095.766,-172.4439,75.3347,18.4756,0,-69.6258,-101.8359,-0.1033,1232.0963,0.4861
357.5,7709083.479,60867.5351,7248.4501,7100.0305,-172.5685,75.328,18.4752,0,-69.6359,-101.9731,-0.1029,1232.1743,0.4864
358,7705528.425,60861.0398,7247.6503,7104.2736,-172.693,75.3213,18.475,0,-69.6425,-102.1102,-0.1025,1232.2501,0.4867
358.5,7701973.669,60854.5692,7246.8499,7108.4959,-172.8174,75.3145,18.4746,0,-69.6521,-102.2471,-0.1021,1232.3235,0.487
359,7698419.21,60848.123,7246.049,7112.6974,-172.9416,75.3076,18.4744,0,-69.6577,-102.384,-0.1017,1232.3948,0.4873
359.5,7694865.048,60841.7007,7245.2477,7116.8786,-173.0657,75.3006,18.474,0,-69.6657,-102.5207,-0.1014,1232.4639,0.4876
360,7691311.184,60835.3022,7244.4458,7121.0397,-173.1897,75.2936,18.4738,0,-69.6709,-102.6573,-0.101,1232.5308,0.4879
360.5,7687757.618,60828.9269,7243.6434,7125.181,-173.3135,75.2865,18.4735,0,-69.6784,-102.7937,-0.1007,1232.5956,0.4882
361,7684204.351,60822.5746,7242.8405,7129.3028,-173.4371,75.2793,18.4732,0,-69.683,-102.9301,-0.1003,1232.6582,0.4885
361.5,7680651.382,60816.2449,7242.0372,7133.4053,-173.5607,75.2721,18.4729,0,-69.6889,-103.0663,-0.1,1232.7188,0.4888
362,7677098.713,60809.9375,7241.2333,7137.4887,-173.6841,75.2648,18.4726,0,-69.6928,-103.2024,-0.0996,1232.7773,0.489
362.5,7673546.342,60803.6522,7240.429,7141.5535,-173.8073,75.2574,18.4723,0,-69.6984,-103.3383,-0.0993,1232.8339,0.4893
363,7669994.271,60797.3885,7239.6241,7145.5997,-173.9304,75.2499,18.4721,0,-69.702,-103.4742,-0.099,1232.8884,0.4896
363.5,7666442.5,60791.1462,7238.8188,7149.6277,-174.0534,75.2424,18.4717,0,-69.7061,-103.6099,-0.0986,1232.9409,0.4899
364,7662891.029,60784.9249,7238.0131,7153.6376,-174.1762,75.2348,18.4715,0,-69.7087,-103.7454,-0.0983,1232.9914,0.4902
364.5,7659339.859,60778.7244,7237.2068,7157.6299,-174.2989,75.2271,18.4711,0,-69.7125,-103.8808,-0.098,1233.0401,0.4904
365,7655788.988,60772.5444,7236.4001,7161.6046,-174.4214,75.2193,18.4709,0,-69.7149,-104.0161,-0.0977,1233.0868,0.4907
365.5,7652238.419,60766.3846,7235.5928,7165.562,-174.5438,75.2115,18.4706,0,-69.7176,-104.1513,-0.0974,1233.1317,0.491
366,7648688.151,60760.2447,7234.7852,7169.5023,-174.666,75.2036,18.4703,0,-69.719,-104.2863,-0.0971,1233.1747,0.4913
366.5,7645138.185,60754.1244,7233.977,7173.4258,-174.7881,75.1956,18.47,0,-69.7212,-104.4212,-0.0968,1233.2158,0.4915
367,7641588.52,60748.0235,7233.1684,7177.3327,-174.91,75.1875,18.4698,0,-69.7225,-104.5559,-0.0965,1233.2552,0.4918
367.5,7638039.157,60741.9417,7232.3593,7181.2232,-175.0318,75.1794,18.4694,0,-69.7238,-104.6905,-0.0962,1233.2927,0.4921
368,7634490.096,60735.8787,7231.5498,7185.0975,-175.1534,75.1712,18.4692,0,-69.7242,-104.825,-0.0959,1233.3285,0.4924
368.5,7630941.338,60729.8343,7230.7398,7188.9559,-175.2748,75.1629,18.4688,0,-69.7247,-104.9593,-0.0956,1233.3625,0.4926
369,7627392.883,60723.8082,7229.9293,7192.7984,-175.3961,75.1546,18.4686,0,-69.725,-105.0934,-0.0954,1233.3948,0.4929
369.5,7623844.731,60717.8002,7229.1184,7196.6254,-175.5173,75.1462,18.4683,0,-69.7251,-105.2275,-0.0951,1233.4254,0.4932
370,7620296.882,60711.81,7228.307,7200.4371,-175.6383,75.1377,18.4681,0,-69.7246,-105.3613,-0.0948,1233.4543,0.4934
370.5,7616749.337,60705.8374,7227.4952,7204.2336,-175.7591,75.1291,18.4677,0,-69.7236,-105.4951,-0.0946,1233.4815,0.4937
371,7613202.096,60699.8822,7226.6829,7208.0151,-175.8798,75.1205,18.4675,0,-69.723,-105.6286,-0.0943,1233.5071,0.494
371.5,7609655.159,60693.9441,7225.8702,7211.7818,-176.0003,75.1118,18.4671,0,-69.7219,-105.7621,-0.094,1233.5311,0.4942
372,7606108.526,60688.0228,7225.0571,7215.5339,-176.1206,75.1031,18.4669,0,-69.7205,-105.8954,-0.0938,1233.5534,0.4945
372.5,7602562.198,60682.1183,7224.2435,7219.2716,-176.2408,75.0942,18.4666,0,-69.7182,-106.0285,-0.0935,1233.5741,0.4947
373,7599016.175,60676.2302,7223.4294,7222.9951,-176.3608,75.0853,18.4664,0,-69.7167,-106.1615,-0.0933,1233.5933,0.495
373.5,7595470.457,60670.3584,7222.6149,7226.7045,-176.4807,75.0763,18.466,0,-69.7143,-106.2943,-0.093,1233.6109,0.4953
374,7591925.045,60664.5025,7221.8,7230.4,-176.6004,75.0673,18.4658,0,-69.7122,-106.427,-0.0928,1233.627,0.4955
374.5,7588379.939,60658.6625,7220.9846,7234.0818,-176.7199,75.0581,18.4655,0,-69.7087,-106.5595,-0.0925,1233.6415,0.4958
375,7584835.138,60652.8381,7220.1689,7237.7501,-176.8393,75.049,18.4652,0,-69.7064,-106.6918,-0.0923,1233.6546,0.496
375.5,7581290.644,60647.0292,7219.3526,7241.4049,-176.9585,75.0397,18.4649,0,-69.7028,-106.824,-0.0921,1233.6661,0.4963
376,7577746.457,60641.2354,7218.536,7245.0466,-177.0775,75.0304,18.4647,0,-69.7002,-106.9561,-0.0919,1233.6762,0.4965
376.5,7574202.576,60635.4567,7217.7189,7248.6752,-177.1963,75.021,18.4643,0,-69.6955,-107.088,-0.0916,1233.6848,0.4968
377,7570659.003,60629.6927,7216.9014,7252.2909,-177.315,75.0115,18.4641,0,-69.6924,-107.2197,-0.0914,1233.6919,0.497
377.5,7567115.737,60623.9435,7216.0834,7255.8938,-177.4335,75.0019,18.4638,0,-69.6877,-107.3513,-0.0912,1233.6977,0.4973
378,7563572.778,60618.2087,7215.2651,7259.4841,-177.5519,74.9923,18.4636,0,-69.6845,-107.4827,-0.091,1233.702,0.4976
378.5,7560030.128,60612.4882,7214.4463,7263.062,-177.67,74.9827,18.4632,0,-69.6788,-107.6139,-0.0907,1233.7049,0.4978
379,7556487.785,60606.7818,7213.6271,7266.6276,-177.788,74.9729,18.463,0,-69.675,-107.745,-0.0905,1233.7065,0.498
379.5,7552945.752,60601.0893,7212.8074,7270.181,-177.9059,74.9631,18.4627,0,-69.6692,-107.8759,-0.0903,1233.7066,0.4983
380,7549404.027,60595.4106,7211.9874,7273.7224,-178.0235,74.9532,18.4625,0,-69.6654,-108.0067,-0.0901,1233.7055,0.4985
380.5,7545862.611,60589.7454,7211.1669,7277.2519,-178.141,74.9433,18.4621,0,-69.6589,-108.1373,-0.0899,1233.7029,0.4988
381,7542321.504,60584.0937,7210.3461,7280.7697,-178.2582,74.9332,18.4619,0,-69.6544,-108.2677,-0.0897,1233.6991,0.499
381.5,7538780.707,60578.4553,7209.5248,7284.2759,-178.3754,74.9231,18.4616,0,-69.6477,-108.3979,-0.0895,1233.6939,0.4993
382,7535240.219,60572.8299,7208.7031,7287.7705,-178.4923,74.913,18.4614,0,-69.6432,-108.528,-0.0893,1233.6875,0.4995
382.5,7531700.042,60567.2175,7207.881,7291.2539,-178.609,74.9028,18.461,0,-69.636,-108.658,-0.0891,1233.6797,0.4998
383,7528160.175,60561.6179,7207.0584,7294.726,-178.7256,74.8925,18.4608,0,-69.6309,-108.7877,-0.0889,1233.6707,0.5
383.5,7524620.618,60556.031,7206.2355,7298.187,-178.842,74.8821,18.4605,0,-69.6233,-108.9173,-0.0887,1233.6604,0.5003
384,7521081.373,60550.4565,7205.4122,7301.637,-178.9582,74.8717,18.4603,0,-69.6182,-109.0467,-0.0886,1233.6489,0.5005
384.5,7517542.438,60544.8944,7204.5885,7305.0762,-179.0743,74.8612,18.4599,0,-69.6103,-109.1759,-0.0884,1233.6361,0.5007
385,7514003.815,60539.3444,7203.7643,7308.5047,-179.1901,74.8506,18.4597,0,-69.6046,-109.305,-0.0882,1233.6221,0.501
385.5,7510465.504,60533.8066,7202.9398,7311.9225,-179.3058,74.84,18.4594,0,-69.5961,-109.4339,-0.088,1233.6069,0.5012
386,7506927.504,60528.2806,7202.1148,7315.3298,-179.4212,74.8293,18.4592,0,-69.5905,-109.5626,-0.0878,1233.5905,0.5015
386.5,7503389.817,60522.7664,7201.2895,7318.7268,-179.5365,74.8185,18.4588,0,-69.582,-109.6911,-0.0876,1233.5729,0.5017
387,7499852.442,60517.2639,7200.4637,7322.1135,-179.6517,74.8077,18.4586,0,-69.5758,-109.8195,-0.0875,1233.5541,0.5019
387.5,7496315.38,60511.7729,7199.6376,7325.49,-179.7666,74.7968,18.4583,0,-69.5666,-109.9477,-0.0873,1233.5341,0.5022
388,7492778.631,60506.2933,7198.8111,7328.8564,-179.8813,74.7858,18.4581,0,-69.5604,-110.0757,-0.0871,1233.513,0.5024
388.5,7489242.195,60500.825,7197.9842,7332.2129,-179.9959,74.7748,18.4577,0,-69.5513,-110.2035,-0.087,1233.4908,0.5026
389,7485706.073,60495.3677,7197.1568,7335.5595,179.8898,74.7637,18.4575,0,-69.5446,-110.3312,-0.0868,1233.4674,0.5029
389.5,7482170.264,60489.9215,7196.3291,7338.8964,179.7756,74.7526,18.4572,0,-69.5346,-110.4587,-0.0866,1233.4428,0.5031
390,7478634.77,60484.4862,7195.501,7342.2236,179.6616,74.7413,18.457,0,-69.5281,-110.586,-0.0865,1233.4172,0.5033
390.5,7475099.589,60479.0617,7194.6725,7345.5413,179.5478,74.73,18.4567,0,-69.5182,-110.7131,-0.0863,1233.3905,0.5036
391,7471564.724,60473.6478,7193.8437,7348.8495,179.4342,74.7187,18.4565,0,-69.5112,-110.84,-0.0862,1233.3626,0.5038
391.5,7468030.173,60468.2444,7193.0144,7352.1484,179.3208,74.7073,18.4561,0,-69.5006,-110.9668,-0.086,1233.3337,0.504
392,7464495.937,60462.8515,7192.1847,7355.438,179.2076,74.6958,18.4559,0,-69.4936,-111.0934,-0.0858,1233.3037,0.5043
392.5,7460962.017,60457.4689,7191.3547,7358.7184,179.0946,74.6842,18.4556,0,-69.483,-111.2198,-0.0857,1233.2726,0.5045
393,7457428.412,60452.0965,7190.5243,7361.9897,178.9817,74.6726,18.4554,0,-69.4758,-111.346,-0.0855,1233.2405,0.5047
393.5,7453895.123,60446.7341,7189.6935,7365.2521,178.8691,74.6609,18.4551,0,-69.4645,-111.472,-0.0854,1233.2073,0.505
394,7450362.15,60441.3818,7188.8623,7368.5055,178.7567,74.6492,18.4548,0,-69.4571,-111.5978,-0.0852,1233.1731,0.5052
394.5,7446829.494,60436.0394,7188.0308,7371.7501,178.6444,74.6374,18.4545,0,-69.446,-111.7235,-0.0851,1233.1378,0.5054
395,7443297.154,60430.7067,7187.1988,7374.986,178.5323,74.6255,18.4543,0,-69.4384,-111.849,-0.0849,1233.1015,0.5057
395.5,7439765.132,60425.3838,7186.3665,7378.2133,178.4205,74.6136,18.454,0,-69.4266,-111.9742,-0.0848,1233.0642,0.5059
396,7436233.426,60420.0704,7185.5338,7381.4319,178.3088,74.6016,18.4538,0,-69.4188,-112.0993,-0.0847,1233.0259,0.5061
396.5,7432702.038,60414.7665,7184.7008,7384.6421,178.1974,74.5895,18.4535,0,-69.4071,-112.2243,-0.0845,1232.9866,0.5063
397,7429170.968,60409.472,7183.8673,7387.8439,178.0861,74.5774,18.4532,0,-69.3993,-112.349,-0.0844,1232.9463,0.5066
397.5,7425640.215,60404.1868,7183.0335,7391.0373,177.975,74.5652,18.4529,0,-69.3869,-112.4735,-0.0842,1232.905,0.5068
398,7422109.781,60398.9108,7182.1993,7394.2225,177.8641,74.553,18.4527,0,-69.3787,-112.5979,-0.0841,1232.8628,0.507
398.5,7418579.666,60393.6439,7181.3647,7397.3995,177.7535,74.5407,18.4524,0,-69.3665,-112.722,-0.084,1232.8196,0.5072
399,7415049.869,60388.386,7180.5298,7400.5684,177.643,74.5283,18.4522,0,-69.3584,-112.846,-0.0838,1232.7754,0.5075
399.5,7411520.391,60383.1371,7179.6945,7403.7292,177.5327,74.5158,18.4519,0,-69.3457,-112.9698,-0.0837,1232.7303,0.5077
400,7407991.232,60377.897,7178.8589,7406.8821,177.4226,74.5033,18.4517,0,-69.3371,-113.0933,-0.0836,1232.6842,0.5079
400.5,7404462.393,60372.6657,7178.0228,7410.0271,177.3128,74.4908,18.4513,0,-69.3244,-113.2167,-0.0834,1232.6372,0.5081
401,7400933.874,60367.4431,7177.1864,7413.1643,177.2031,74.4782,18.4511,0,-69.316,-113.3399,-0.0833,1232.5892,0.5083
401.5,7397405.675,60362.2291,7176.3496,7416.2937,177.0936,74.4655,18.4508,0,-69.3029,-113.463,-0.0832,1232.5404,0.5086
402,7393877.796,60357.0236,7175.5125,7419.4155,176.9843,74.4527,18.4506,0,-69.294,-113.5858,-0.0831,1232.4906,0.5088
402.5,7390350.238,60351.8265,7174.675,7422.5296,176.8753,74.4399,18.4503,0,-69.2809,-113.7084,-0.0829,1232.4399,0.509
403,7386823.001,60346.6378,7173.8372,7425.6362,176.7664,74.4271,18.4501,0,-69.2721,-113.8308,-0.0828,1232.3883,0.5092
403.5,7383296.085,60341.4574,7172.9989,7428.7352,176.6577,74.4141,18.4498,0,-69.2587,-113.9531,-0.0827,1232.3358,0.5094
404,7379769.49,60336.2852,7172.1604,7431.8269,176.5493,74.4011,18.4496,0,-69.2495,-114.0751,-0.0826,1232.2824,0.5097
404.5,7376243.217,60331.1211,7171.3214,7434.9111,176.441,74.3881,18.4493,0,-69.2359,-114.197,-0.0825,1232.2281,0.5099
405,7372717.266,60325.9651,7170.4821,7437.9881,176.333,74.375,18.449,0,-69.2269,-114.3186,-0.0823,1232.173,0.5101
405.5,7369191.637,60320.817,7169.6425,7441.0578,176.2251,74.3618,18.4487,0,-69.2131,-114.4401,-0.0822,1232.1169,0.5103
406,7365666.331,60315.6769,7168.8025,7444.1204,176.1175,74.3486,18.4485,0,-69.2037,-114.5614,-0.0821,1232.0601,0.5105
406.5,7362141.347,60310.5446,7167.9621,7447.1757,176.01,74.3353,18.4482,0,-69.1897,-114.6824,-0.082,1232.0023,0.5107
407,7358616.686,60305.4201,7167.1214,7450.2241,175.9028,74.322,18.448,0,-69.1805,-114.8033,-0.0819,1231.9437,0.511
407.5,7355092.348,60300.3033,7166.2803,7453.2654,175.7958,74.3085,18.4477,0,-69.1664,-114.924,-0.0818,1231.8843,0.5112
408,7351568.334,60295.1941,7165.4388,7456.2997,175.689,74.2951,18.4475,0,-69.1567,-115.0444,-0.0816,1231.824,0.5114
408.5,7348044.643,60290.0926,7164.5971,7459.3271,175.5823,74.2815,18.4472,0,-69.1424,-115.1647,-0.0815,1231.7628,0.5116
409,7344521.277,60284.9985,7163.7549,7462.3477,175.4759,74.268,18.447,0,-69.1329,-115.2848,-0.0814,1231.7009,0.5118
409.5,7340998.235,60279.9119,7162.9124,7465.3615,175.3697,74.2543,18.4467,0,-69.1185,-115.4047,-0.0813,1231.6381,0.512
410,7337475.517,60274.8326,7162.0696,7468.3685,175.2637,74.2406,18.4465,0,-69.1086,-115.5244,-0.0812,1231.5745,0.5122
410.5,7333953.124,60269.7607,7161.2264,7471.3688,175.158,74.2269,18.4462,0,-69.0939,-115.6439,-0.0811,1231.5101,0.5125
411,7330431.057,60264.6961,7160.3829,7474.3625,175.0524,74.213,18.446,0,-69.0841,-115.7631,-0.081,1231.4449,0.5127
411.5,7326909.314,60259.6386,7159.539,7477.3495,174.947,74.1992,18.4456,0,-69.0695,-115.8822,-0.0809,1231.3788,0.5129
412,7323387.897,60254.5883,7158.6947,7480.33,174.8419,74.1852,18.4454,0,-69.0594,-116.0011,-0.0808,1231.312,0.5131
412.5,7319866.806,60249.5451,7157.8502,7483.304,174.7369,74.1712,18.4451,0,-69.0444,-116.1198,-0.0807,1231.2444,0.5133
413,7316346.041,60244.5089,7157.0052,7486.2716,174.6322,74.1572,18.4449,0,-69.0344,-116.2383,-0.0806,1231.1759,0.5135
413.5,7312825.603,60239.4797,7156.16,7489.2327,174.5276,74.1431,18.4446,0,-69.0195,-116.3566,-0.0805,1231.1067,0.5137
414,7309305.491,60234.4574,7155.3143,7492.1875,174.4233,74.1289,18.4444,0,-69.0092,-116.4747,-0.0804,1231.0368,0.5139
414.5,7305785.706,60229.4419,7154.4684,7495.1359,174.3192,74.1147,18.4441,0,-68.9939,-116.5925,-0.0803,1230.966,0.5141
415,7302266.248,60224.4333,7153.6221,7498.0781,174.2153,74.1004,18.4439,0,-68.9837,-116.7102,-0.0802,1230.8945,0.5143
415.5,7298747.117,60219.4314,7152.7754,7501.014,174.1116,74.0861,18.4436,0,-68.9685,-116.8277,-0.0801,1230.8222,0.5146
416,7295228.314,60214.4363,7151.9284,7503.9437,174.0081,74.0717,18.4434,0,-68.9581,-116.945,-0.08,1230.7491,0.5148
416.5,7291709.84,60209.4477,7151.0811,7506.8673,173.9049,74.0572,18.4431,0,-68.9425,-117.0621,-0.0799,1230.6753,0.515
417,7288191.693,60204.4658,7150.2334,7509.7847,173.8018,74.0427,18.4429,0,-68.9321,-117.1789,-0.0798,1230.6008,0.5152
417.5,7284673.875,60199.4905,7149.3854,7512.6961,173.699,74.0282,18.4426,0,-68.9167,-117.2956,-0.0797,1230.5255,0.5154
418,7281156.385,60194.5216,7148.5371,7515.6015,173.5963,74.0135,18.4424,0,-68.9061,-117.4121,-0.0796,1230.4494,0.5156
418.5,7277639.224,60189.5592,7147.6884,7518.5008,173.4939,73.9989,18.4421,0,-68.8902,-117.5284,-0.0795,1230.3726,0.5158
419,7274122.393,60184.6032,7146.8394,7521.3942,173.3917,73.9841,18.4419,0,-68.8797,-117.6444,-0.0794,1230.2951,0.516
419.5,7270605.891,60179.6536,7145.99,7524.2817,173.2897,73.9694,18.4416,0,-68.864,-117.7603,-0.0793,1230.2168,0.5162
420,7267089.719,60174.7103,7145.1404,7527.1633,173.1879,73.9545,18.4414,0,-68.8533,-117.8759,-0.0792,1230.1378,0.5164
420.5,7263573.877,60169.7733,7144.2903,7530.0391,173.0863,73.9396,18.4411,0,-68.8372,-117.9914,-0.0791,1230.0581,0.5166
421,7260058.366,60164.8425,7143.44,7532.9091,172.985,73.9247,18.4409,0,-68.8265,-118.1066,-0.079,1229.9777,0.5168
421.5,7256543.184,60159.9178,7142.5893,7535.7733,172.8838,73.9097,18.4406,0,-68.8106,-118.2217,-0.079,1229.8965,0.517
422,7253028.334,60154.9993,7141.7382,7538.6317,172.7829,73.8946,18.4404,0,-68.7998,-118.3365,-0.0789,1229.8147,0.5172
422.5,7249513.815,60150.087,7140.8869,7541.4845,172.6821,73.8795,18.4401,0,-68.7834,-118.4512,-0.0788,1229.7321,0.5174
423,7245999.627,60145.1806,7140.0352,7544.3316,172.5816,73.8643,18.4399,0,-68.7726,-118.5656,-0.0787,1229.6489,0.5176
423.5,7242485.771,60140.2803,7139.1832,7547.1731,172.4813,73.8491,18.4396,0,-68.7564,-118.6798,-0.0786,1229.5649,0.5178
424,7238972.246,60135.386,7138.3308,7550.009,172.3812,73.8338,18.4394,0,-68.7455,-118.7938,-0.0785,1229.4802,0.518
424.5,7235459.054,60130.4975,7137.4782,7552.8393,172.2814,73.8185,18.4391,0,-68.7289,-118.9077,-0.0784,1229.3948,0.5182
425,7231946.194,60125.615,7136.6251,7555.664,172.1817,73.8031,18.4389,0,-68.7179,-119.0213,-0.0783,1229.3088,0.5184
425.5,7228433.666,60120.7384,7135.7718,7558.4833,172.0823,73.7877,18.4386,0,-68.7015,-119.1347,-0.0783,1229.2221,0.5186
426,7224921.472,60115.8675,7134.9181,7561.2971,171.983,73.7722,18.4384,0,-68.6905,-119.2479,-0.0782,1229.1346,0.5188
426.5,7221409.611,60111.0024,7134.0642,7564.1055,171.884,73.7567,18.4381,0,-68.6738,-119.3609,-0.0781,1229.0465,0.519
427,7217898.083,60106.1431,7133.2098,7566.9084,171.7852,73.7411,18.4379,0,-68.6626,-119.4737,-0.078,1228.9578,0.5192
427.5,7214386.889,60101.2895,7132.3552,7569.706,171.6866,73.7254,18.4376,0,-68.646,-119.5863,-0.0779,1228.8683,0.5194
428,7210876.029,60096.4415,7131.5002,7572.4982,171.5882,73.7098,18.4374,0,-68.6349,-119.6987,-0.0779,1228.7782,0.5196
428.5,7207365.503,60091.5991,7130.6449,7575.2851,171.4901,73.694,18.4372,0,-68.618,-119.8108,-0.0778,1228.6874,0.5198
429,7203855.312,60086.7624,7129.7893,7578.0667,171.3921,73.6782,18.437,0,-68.6067,-119.9228,-0.0777,1228.5959,0.52
429.5,7200345.455,60081.9312,7128.9334,7580.8431,171.2944,73.6624,18.4367,0,-68.5899,-120.0346,-0.0776,1228.5038,0.5202
430,7196835.933,60077.1056,7128.0771,7583.6142,171.1968,73.6464,18.4365,0,-68.5787,-120.1461,-0.0775,1228.4111,0.5204
430.5,7193326.747,60072.2854,7127.2205,7586.38,171.0995,73.6305,18.4362,0,-68.5616,-120.2575,-0.0775,1228.3176,0.5206
431,7189817.896,60067.4707,7126.3636,7589.1407,171.0024,73.6145,18.436,0,-68.5502,-120.3686,-0.0774,1228.2236,0.5208
431.5,7186309.381,60062.6614,7125.5064,7591.8963,170.9056,73.5984,18.4357,0,-68.5333,-120.4796,-0.0773,1228.1288,0.521
432,7182801.202,60057.8576,7124.6489,7594.6467,170.8089,73.5823,18.4355,0,-68.522,-120.5903,-0.0772,1228.0335,0.5212
432.5,7179293.36,60053.059,7123.791,7597.392,170.7124,73.5662,18.4352,0,-68.5047,-120.7009,-0.0771,1227.9375,0.5214
433,7175785.854,60048.2658,7122.9328,7600.1322,170.6162,73.55,18.435,0,-68.4932,-120.8112,-0.0771,1227.8408,0.5216
433.5,7172278.685,60043.4779,7122.0743,7602.8674,170.5202,73.5337,18.4347,0,-68.4761,-120.9213,-0.077,1227.7435,0.5218
434,7168771.853,60038.6953,7121.2155,7605.5976,170.4244,73.5174,18.4345,0,-68.4647,-121.0312,-0.0769,1227.6456,0.522
434.5,7165265.358,60033.9179,7120.3563,7608.3227,170.3288,73.501,18.4342,0,-68.4473,-121.1409,-0.0768,1227.547,0.5222
435,7161759.201,60029.1458,7119.4969,7611.0428,170.2334,73.4846,18.4341,0,-68.4357,-121.2504,-0.0768,1227.4479,0.5224
435.5,7158253.382,60024.3788,7118.6371,7613.758,170.1382,73.4681,18.4338,0,-68.4184,-121.3597,-0.0767,1227.3481,0.5226
436,7154747.902,60019.6169,7117.777,7616.4683,170.0433,73.4516,18.4336,0,-68.4069,-121.4688,-0.0766,1227.2476,0.5228
436.5,7151242.759,60014.8602,7116.9166,7619.1736,169.9485,73.4351,18.4333,0,-68.3893,-121.5777,-0.0765,1227.1466,0.523
437,7147737.956,60010.1085,7116.0559,7621.8741,169.854,73.4185,18.4331,0,-68.3777,-121.6864,-0.0765,1227.0449,0.5232
437.5,7144233.491,60005.362,7115.1949,7624.5696,169.7597,73.4018,18.4328,0,-68.3602,-121.7949,-0.0764,1226.9426,0.5234
438,7140729.365,60000.6204,7114.3335,7627.2604,169.6656,73.3851,18.4326,0,-68.3487,-121.9031,-0.0763,1226.8397,0.5235
438.5,7137225.579,59995.8839,7113.4719,7629.9463,169.5717,73.3684,18.4323,0,-68.331,-122.0112,-0.0763,1226.7362,0.5237
439,7133722.133,59991.1524,7112.6099,7632.6274,169.478,73.3515,18.4322,0,-68.3192,-122.119,-0.0762,1226.6321,0.5239
439.5,7130219.027,59986.4258,7111.7476,7635.3037,169.3846,73.3347,18.4319,0,-68.3016,-122.2267,-0.0761,1226.5274,0.5241
440,7126716.261,59981.7041,7110.885,7637.9752,169.2913,73.3178,18.4317,0,-68.29,-122.3341,-0.076,1226.422,0.5243
440.5,7123213.836,59976.9874,7110.0221,7640.642,169.1983,73.3008,18.4314,0,-68.2721,-122.4414,-0.076,1226.3161,0.5245
441,7119711.752,59972.2755,7109.1589,7643.3041,169.1055,73.2839,18.4312,0,-68.2603,-122.5484,-0.0759,1226.2096,0.5247
441.5,7116210.008,59967.5685,7108.2954,7645.9615,169.0129,73.2668,18.4309,0,-68.2426,-122.6552,-0.0758,1226.1025,0.5249
442,7112708.606,59962.8663,7107.4316,7648.6142,168.9205,73.2497,18.4307,0,-68.2309,-122.7619,-0.0758,1225.9948,0.5251
442.5,7109207.546,59958.1689,7106.5674,7651.2622,168.8283,73.2326,18.4305,0,-68.2129,-122.8683,-0.0757,1225.8865,0.5253
443,7105706.828,59953.4763,7105.703,7653.9056,168.7363,73.2154,18.4303,0,-68.201,-122.9745,-0.0756,1225.7776,0.5255
443.5,7102206.451,59948.7884,7104.8382,7656.5444,168.6446,73.1982,18.43,0,-68.1832,-123.0805,-0.0756,1225.6681,0.5256
444,7098706.417,59944.1053,7103.9731,7659.1785,168.553,73.1809,18.4298,0,-68.1713,-123.1863,-0.0755,1225.558,0.5258
444.5,7095206.726,59939.4269,7103.1078,7661.8081,168.4617,73.1635,18.4295,0,-68.1533,-123.2919,-0.0754,1225.4474,0.526
445,7091707.378,59934.7531,7102.2421,7664.4331,168.3706,73.1462,18.4293,0,-68.1413,-123.3973,-0.0754,1225.3362,0.5262
445.5,7088208.373,59930.0841,7101.3761,7667.0535,168.2797,73.1288,18.4291,0,-68.1234,-123.5025,-0.0753,1225.2244,0.5264
